loss,mae,val_loss,val_mae,learning_rate
1313.223388671875,28.677600860595703,308.6512145996094,14.72022819519043,0.0010000000474974513
345.7713623046875,15.331544876098633,307.2803039550781,14.68435287475586,0.0010000000474974513
323.81585693359375,14.85292911529541,209.00338745117188,11.961896896362305,0.0010000000474974513
166.57481384277344,10.34784984588623,124.02808380126953,9.292957305908203,0.0010000000474974513
150.6889190673828,9.749990463256836,95.58601379394531,8.175774574279785,0.0010000000474974513
142.06468200683594,9.526368141174316,85.48407745361328,7.6410932540893555,0.0010000000474974513
136.4549560546875,9.352930068969727,78.95355987548828,7.282314300537109,0.0010000000474974513
130.21534729003906,9.146684646606445,82.02925872802734,7.4555840492248535,0.0010000000474974513
132.2559814453125,9.216543197631836,70.2428970336914,6.778077125549316,0.0010000000474974513
124.8490219116211,8.88609790802002,62.61233901977539,6.148766994476318,0.0010000000474974513
122.06713104248047,8.775424003601074,70.39481353759766,6.836136341094971,0.0010000000474974513
121.76289367675781,8.812115669250488,69.180908203125,6.703249931335449,0.0010000000474974513
118.10387420654297,8.70048713684082,63.77031707763672,6.4104533195495605,0.0010000000474974513
115.54280853271484,8.574378967285156,76.79827880859375,7.159099578857422,0.0010000000474974513
118.16227722167969,8.667976379394531,57.93106460571289,5.968205451965332,0.0010000000474974513
109.3639144897461,8.29658031463623,76.0385513305664,7.244597434997559,0.0010000000474974513
109.71044158935547,8.299177169799805,58.83271026611328,6.009771347045898,0.0010000000474974513
105.88065338134766,8.176861763000488,76.57549285888672,7.284971714019775,0.0010000000474974513
111.52233123779297,8.384127616882324,70.1812515258789,6.498311996459961,0.0010000000474974513
103.10542297363281,8.112882614135742,57.08637237548828,5.92164421081543,0.0010000000474974513
100.69276428222656,7.957545280456543,53.807125091552734,5.620657920837402,0.0010000000474974513
102.35623168945312,8.068236351013184,61.9022102355957,6.231846332550049,0.0010000000474974513
99.82859802246094,7.957158088684082,60.48172378540039,6.1324639320373535,0.0010000000474974513
96.49698638916016,7.809602737426758,63.13579559326172,6.387635707855225,0.0010000000474974513
94.70059204101562,7.710777282714844,70.70980072021484,6.861645221710205,0.0010000000474974513
92.978515625,7.64052152633667,74.44950866699219,7.178815841674805,0.0010000000474974513
89.3908920288086,7.499565601348877,52.4167366027832,5.383275508880615,0.0005000000237487257
88.87995910644531,7.452698707580566,53.00318145751953,5.389080047607422,0.0005000000237487257
86.23991394042969,7.3250932693481445,52.1492805480957,5.354769706726074,0.0005000000237487257
85.76615905761719,7.385713577270508,52.504478454589844,5.363937854766846,0.0005000000237487257
84.8299560546875,7.311706066131592,52.79376220703125,5.3442206382751465,0.0005000000237487257
83.71215057373047,7.215864658355713,52.350276947021484,5.35690975189209,0.0005000000237487257
83.42068481445312,7.229351997375488,52.9322395324707,5.357586860656738,0.0005000000237487257
80.12161254882812,7.053860664367676,54.126800537109375,5.398874282836914,0.0005000000237487257
79.42929077148438,7.05128288269043,52.243751525878906,5.417951583862305,0.0002500000118743628
80.22511291503906,7.084710597991943,52.15364074707031,5.330796241760254,0.0002500000118743628
78.36534881591797,6.999019622802734,52.13010787963867,5.342628002166748,0.0002500000118743628
77.91670227050781,6.952164649963379,52.009220123291016,5.355137348175049,0.0002500000118743628
77.10761260986328,6.923761367797852,51.943870544433594,5.378956317901611,0.0002500000118743628
76.76496124267578,6.920135974884033,52.010047912597656,5.328001976013184,0.0002500000118743628
77.14422607421875,6.927846908569336,52.16999816894531,5.361652374267578,0.0002500000118743628
75.82890319824219,6.861801624298096,52.087642669677734,5.3296613693237305,0.0002500000118743628
74.72549438476562,6.825582981109619,52.03622817993164,5.367308616638184,0.0002500000118743628
73.78364562988281,6.7694244384765625,52.056915283203125,5.339376926422119,0.0002500000118743628
72.55467987060547,6.719949245452881,51.8704719543457,5.335036277770996,0.0001250000059371814
72.55677795410156,6.756549835205078,51.965850830078125,5.364025115966797,0.0001250000059371814
72.81477355957031,6.701021671295166,51.98615646362305,5.3851704597473145,0.0001250000059371814
72.16004180908203,6.694307327270508,51.92361068725586,5.324983596801758,0.0001250000059371814
72.35719299316406,6.711938858032227,51.97262191772461,5.310821533203125,0.0001250000059371814
71.25804138183594,6.697627067565918,51.97063446044922,5.35699462890625,0.0001250000059371814
72.78199005126953,6.723323822021484,51.96342468261719,5.335325241088867,9.999999747378752e-05
72.05300903320312,6.709096908569336,52.06728744506836,5.359548091888428,9.999999747378752e-05
70.33682250976562,6.582583904266357,52.02922439575195,5.357777118682861,9.999999747378752e-05
71.6935043334961,6.676093578338623,52.07660675048828,5.367905139923096,9.999999747378752e-05
70.23731231689453,6.608800411224365,52.17268371582031,5.401219844818115,9.999999747378752e-05
